symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
PLTR,"{'mean': 19.85115629906828, 'std': 9.620470896905099, 'min': 6.320000171661377, 'max': 58.38999938964844, 'median': 17.799999237060547, 'skewness': 0.9929983160078472, 'kurtosis': 1.1620313335653965}","{'test_statistic': 2.3497401424171516, 'p_value': 0.9989846588230091, 'critical_values': {'1%': -3.444583778100581, '5%': -2.8678163032301995, '10%': -2.570113030490433}}","{'annual_volatility': 0.6730746557269277, 'max_volatility': 1.2087405168870642, 'min_volatility': 0.30426436851494143, 'avg_volatility': 0.622909981642784}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PM,"{'mean': 100.23012853128242, 'std': 10.619602961849397, 'min': 87.47000122070312, 'max': 132.8000030517578, 'median': 97.12000274658203, 'skewness': 1.4391248816111446, 'kurtosis': 1.114477077753837}","{'test_statistic': -0.07102455328016764, 'p_value': 0.9522492089994127, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.18753346287518782, 'max_volatility': 0.44049287452694375, 'min_volatility': 0.0955062798336165, 'avg_volatility': 0.16975817245588312}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PNC,"{'mean': 146.98719457589584, 'std': 22.098549604915853, 'min': 109.70999908447266, 'max': 204.97000122070312, 'median': 150.22999572753906, 'skewness': 0.26931394057160274, 'kurtosis': -0.8931957501591006}","{'test_statistic': -0.03692250399838994, 'p_value': 0.9553700064986627, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.28554668424040835, 'max_volatility': 0.4911463671949373, 'min_volatility': 0.13505991061147196, 'avg_volatility': 0.2682235751899333}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PNR,"{'mean': 71.0991648606621, 'std': 13.459884212937263, 'min': 45.20000076293945, 'max': 104.3499984741211, 'median': 69.7699966430664, 'skewness': 0.34393286677437784, 'kurtosis': -0.6493722574620819}","{'test_statistic': -0.3105558328747172, 'p_value': 0.9239959480539257, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.27184146079878097, 'max_volatility': 0.5068128365101945, 'min_volatility': 0.10435366172214826, 'avg_volatility': 0.2595767775798929}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PNW,"{'mean': 77.76188426048394, 'std': 5.691515605206152, 'min': 66.38999938964844, 'max': 91.80999755859375, 'median': 76.62000274658203, 'skewness': 0.514002028110954, 'kurtosis': -0.44255631678348273}","{'test_statistic': -1.0378530362833807, 'p_value': 0.7392092154066883, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.19921628502845448, 'max_volatility': 0.3171895119341356, 'min_volatility': 0.06968711240946485, 'avg_volatility': 0.19378979878438254}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PODD,"{'mean': 224.42381141221497, 'std': 54.792414648771924, 'min': 127.7699966430664, 'max': 330.2300109863281, 'median': 203.91000366210938, 'skewness': 0.40197751845989005, 'kurtosis': -1.1830744497748875}","{'test_statistic': -1.1658212361355764, 'p_value': 0.6881231077226446, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3934850044105011, 'max_volatility': 0.7654709304135442, 'min_volatility': 0.12457560706365495, 'avg_volatility': 0.36178173173831546}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
POOL,"{'mean': 358.9514134670478, 'std': 23.860892876927558, 'min': 296.1700134277344, 'max': 422.1700134277344, 'median': 356.8599853515625, 'skewness': 0.010459462154614988, 'kurtosis': -0.1343939216463106}","{'test_statistic': -3.6530729325406215, 'p_value': 0.00482379138792251, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3119051570061225, 'max_volatility': 0.5090905704335129, 'min_volatility': 0.1767419938270946, 'avg_volatility': 0.3025205223082862}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PPG,"{'mean': 134.50147729256935, 'std': 7.6100191917536355, 'min': 118.31999969482422, 'max': 151.6699981689453, 'median': 133.6199951171875, 'skewness': 0.19473457660778426, 'kurtosis': -0.89167430277694}","{'test_statistic': -2.55909767882904, 'p_value': 0.10174899620415429, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2171009205797745, 'max_volatility': 0.3995898462794328, 'min_volatility': 0.11063742184502023, 'avg_volatility': 0.2056903692431228}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PPL,"{'mean': 27.79905779509779, 'std': 2.2993211530602595, 'min': 22.549999237060547, 'max': 33.22999954223633, 'median': 27.360000610351562, 'skewness': 0.5722360776277026, 'kurtosis': -0.1463132207729103}","{'test_statistic': -0.6117529978857089, 'p_value': 0.868304154422006, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.17815390921339114, 'max_volatility': 0.26812897110115796, 'min_volatility': 0.06112638811814434, 'avg_volatility': 0.16967574873629723}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PRU,"{'mean': 102.99875804239473, 'std': 13.394801643632961, 'min': 77.2300033569336, 'max': 127.81999969482422, 'median': 102.83000183105469, 'skewness': -0.013213477317720122, 'kurtosis': -1.080544641247622}","{'test_statistic': -0.968530795999083, 'p_value': 0.7645682754299734, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.24113658213432948, 'max_volatility': 0.47479090046371325, 'min_volatility': 0.10910297368265323, 'avg_volatility': 0.22110957475288534}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PSA,"{'mean': 291.6213489344595, 'std': 25.40156959107465, 'min': 237.99000549316406, 'max': 365.010009765625, 'median': 288.1000061035156, 'skewness': 0.9175503140049428, 'kurtosis': 0.9370349782801242}","{'test_statistic': -1.3795116606016857, 'p_value': 0.5920581239280407, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.23111788341819506, 'max_volatility': 0.3257904041299589, 'min_volatility': 0.1404347208110915, 'avg_volatility': 0.2220279702672883}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PSX,"{'mean': 123.05466810794152, 'std': 19.64017128006809, 'min': 90.80999755859375, 'max': 172.7100067138672, 'median': 123.37999725341797, 'skewness': 0.16934793443601842, 'kurtosis': -0.9370903202216829}","{'test_statistic': -1.5007928680476204, 'p_value': 0.5331190820227472, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2734865667094786, 'max_volatility': 0.4374165456041254, 'min_volatility': 0.13469408020759038, 'avg_volatility': 0.2649929933694417}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PTC,"{'mean': 157.65588867383545, 'std': 22.36772075122289, 'min': 117.33000183105469, 'max': 198.0399932861328, 'median': 160.74000549316406, 'skewness': -0.1558238080863238, 'kurtosis': -1.5225911141572084}","{'test_statistic': -1.1406737584941482, 'p_value': 0.6985822575274448, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2137992044274499, 'max_volatility': 0.30962368313402666, 'min_volatility': 0.12324208498847758, 'avg_volatility': 0.20627261126106283}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PWR,"{'mean': 215.66441136100818, 'std': 47.67412187230214, 'min': 135.57000732421875, 'max': 330.9800109863281, 'median': 203.07000732421875, 'skewness': 0.37726098195384583, 'kurtosis': -1.000093467793898}","{'test_statistic': 0.041296589546706716, 'p_value': 0.9618169255299738, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.30344349732680503, 'max_volatility': 0.6170417045614734, 'min_volatility': 0.12815742113582151, 'avg_volatility': 0.28703575677576354}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
PYPL,"{'mean': 66.52673435415394, 'std': 7.841938315919836, 'min': 50.38999938964844, 'max': 86.95999908447266, 'median': 64.18000030517578, 'skewness': 0.44403088696366616, 'kurtosis': -0.8598337585110478}","{'test_statistic': -1.4650419297875048, 'p_value': 0.5507283181442508, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.3550080426404918, 'max_volatility': 0.6287441703579685, 'min_volatility': 0.19458061724916434, 'avg_volatility': 0.3442964469729147}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
QCOM,"{'mean': 144.52449690759565, 'std': 30.593170009262607, 'min': 103.0199966430664, 'max': 227.08999633789062, 'median': 135.85000610351562, 'skewness': 0.5853297737898724, 'kurtosis': -0.7253299315727899}","{'test_statistic': -1.1836290218994425, 'p_value': 0.6805981512625068, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.35338078088671393, 'max_volatility': 0.7222752082019439, 'min_volatility': 0.16658977872746364, 'avg_volatility': 0.3353593012308166}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
QRVO,"{'mean': 102.95603844848894, 'std': 9.450921501365722, 'min': 70.3499984741211, 'max': 129.2100067138672, 'median': 102.26000213623047, 'skewness': -0.22888934986954174, 'kurtosis': 0.8449097236052174}","{'test_statistic': -2.197513743420315, 'p_value': 0.2071490618157703, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3955208694396984, 'max_volatility': 0.9672202970281105, 'min_volatility': 0.1512538153201218, 'avg_volatility': 0.3427477840040602}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
RCL,"{'mean': 116.71423980255453, 'std': 39.004494083832924, 'min': 48.709999084472656, 'max': 226.63999938964844, 'median': 114.9000015258789, 'skewness': 0.42074330884403716, 'kurtosis': -0.5195707221794197}","{'test_statistic': 1.1980338240521262, 'p_value': 0.9959722705578148, 'critical_values': {'1%': -3.4446148284445153, '5%': -2.8678299626609314, '10%': -2.5701203107928157}}","{'annual_volatility': 0.3571720166545285, 'max_volatility': 0.5880574394600171, 'min_volatility': 0.19725053810276547, 'avg_volatility': 0.3389206962581783}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
REGN,"{'mean': 885.9713052426978, 'std': 128.89745811127077, 'min': 680.489990234375, 'max': 1201.760009765625, 'median': 838.2000122070312, 'skewness': 0.5929968964701848, 'kurtosis': -0.6062583548110694}","{'test_statistic': -1.422658078916678, 'p_value': 0.5713666472751763, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2279895654070765, 'max_volatility': 0.36897697852519673, 'min_volatility': 0.09195245290298396, 'avg_volatility': 0.20534778608811297}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
REG,"{'mean': 63.22569595108195, 'std': 4.4056239911511295, 'min': 55.15999984741211, 'max': 75.18000030517578, 'median': 61.959999084472656, 'skewness': 0.888344587667629, 'kurtosis': -0.03724813300754315}","{'test_statistic': -1.2103245189899312, 'p_value': 0.6691386699521469, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.20648729032859647, 'max_volatility': 0.32934863001382153, 'min_volatility': 0.08966242764937647, 'avg_volatility': 0.19968212689514936}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
RF,"{'mean': 19.581199157927227, 'std': 2.398153875451324, 'min': 14.010000228881836, 'max': 26.309999465942383, 'median': 19.190000534057617, 'skewness': 0.2348895094530786, 'kurtosis': -0.5025923404896084}","{'test_statistic': -0.943906528175608, 'p_value': 0.7731698562047588, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3232801252512026, 'max_volatility': 0.5879485596159992, 'min_volatility': 0.14525724702594572, 'avg_volatility': 0.29697116136128393}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
RJF,"{'mean': 111.03929321158367, 'std': 13.111874751696865, 'min': 83.45999908447266, 'max': 160.7899932861328, 'median': 110.94000244140625, 'skewness': 0.4242957248240702, 'kurtosis': 0.7484939851077916}","{'test_statistic': 0.3656233226538746, 'p_value': 0.9801628466596802, 'critical_values': {'1%': -3.444740396477859, '5%': -2.8678852001919073, '10%': -2.570149751878151}}","{'annual_volatility': 0.2664385858494427, 'max_volatility': 0.5283902694515339, 'min_volatility': 0.09320508651392356, 'avg_volatility': 0.24168732498772139}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
RL,"{'mean': 145.12967882830276, 'std': 30.380219227773978, 'min': 106.08999633789062, 'max': 222.5800018310547, 'median': 131.8000030517578, 'skewness': 0.426696050460509, 'kurtosis': -1.2867765719154785}","{'test_statistic': 0.3373389505757896, 'p_value': 0.9789941956727118, 'critical_values': {'1%': -3.44455286264131, '5%': -2.8678027030003483, '10%': -2.5701057817594894}}","{'annual_volatility': 0.30247489825490487, 'max_volatility': 0.6255827093634533, 'min_volatility': 0.15485982276501742, 'avg_volatility': 0.28503310278967225}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
RMD,"{'mean': 200.43385445637674, 'std': 30.441123086142863, 'min': 134.64999389648438, 'max': 256.07000732421875, 'median': 210.91000366210938, 'skewness': -0.4482866973137414, 'kurtosis': -0.8205268115719941}","{'test_statistic': -1.1270425552504355, 'p_value': 0.7041680670810015, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.35545078575144, 'max_volatility': 0.7526407721950279, 'min_volatility': 0.11162099221440552, 'avg_volatility': 0.3264736935292365}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
ROK,"{'mean': 282.80089943209856, 'std': 19.360323657173712, 'min': 248.27000427246094, 'max': 346.8900146484375, 'median': 278.760009765625, 'skewness': 0.985912494579136, 'kurtosis': 0.8511732236128733}","{'test_statistic': -2.757485046395217, 'p_value': 0.06460802957627358, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.30578254917601955, 'max_volatility': 0.6908370778062839, 'min_volatility': 0.13171943353435306, 'avg_volatility': 0.2817556717297209}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
ROL,"{'mean': 42.6760385582738, 'std': 4.794096700222102, 'min': 32.91999816894531, 'max': 51.400001525878906, 'median': 42.58000183105469, 'skewness': 0.03364744892066371, 'kurtosis': -1.1243358408008932}","{'test_statistic': -1.2073402828549533, 'p_value': 0.6704301635575707, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.22270966469314302, 'max_volatility': 0.38042128911388867, 'min_volatility': 0.10881397714007651, 'avg_volatility': 0.21105141377377654}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
ROP,"{'mean': 506.5941970465781, 'std': 45.28590836654482, 'min': 420.3299865722656, 'max': 576.5499877929688, 'median': 523.02001953125, 'skewness': -0.46469181966931017, 'kurtosis': -1.2035143496909406}","{'test_statistic': -1.2709924733385791, 'p_value': 0.6423366289915442, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.16787640674780563, 'max_volatility': 0.34554598877381726, 'min_volatility': 0.07843911747161705, 'avg_volatility': 0.1605126254871972}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
